Store,Dept,Week,Month,Quarter,Year,IsHoliday,Type_enc,Size,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,MarkDown_Total,lag_1,lag_4,lag_8,lag_52,rolling_mean_4,rolling_mean_12,rolling_std_4,Date,Type,Actual_Sales
20,38,-678.3974,-7.3077006,7.054882,-6.7263975,0,-22.576517,28.234863,38.84942,-13.106143,-247.67284,200.02824,-85.47946,-234.84035,-114.55032,174.89445,511.92307,-90.69205,63477.87,6546.6924,609.21936,4921.564,16843.205,4575.454,-638.532,2012-07-20,A,112777.87
43,90,-400.46478,-129.61267,-2.4361715,-4.912503,0,-5.715458,-27.627428,34.887108,66.10901,-50.796925,13.463308,-6.74349,37.33332,-63.32489,-46.12332,-276.40927,-5.774092,39582.38,1922.1888,691.12354,150.657,4612.7935,2270.6714,-83.71547,2011-01-14,C,64541.91
36,14,137.92142,36.285282,6.4001026,-1.2998341,0,-1.8331364,-38.06094,3.7442262,9.185664,-17.59249,39.17239,-6.708661,18.653732,-16.039978,-7.611936,-16.996471,2.5130641,-10072.704,-1555.9274,122.85412,-1152.1418,-1881.1606,-390.0856,23.141783,2012-10-05,A,1375.96
10,35,2406.429,143.79486,22.816488,21.114525,1,21.04733,1.5541909,1.5428749,16.33861,86.00028,30.499012,-5.470911,27.871082,-9.478895,-1.0520009,6.5086966,-2.644206,-3967.666,-918.11945,-14.51617,-45.731724,-1612.4751,-431.74045,-382.2473,2010-11-26,B,10946.5
16,71,-56.388992,6.742977,-4.34784,-1.4030459,0,3.6170187,-13.582281,-2.4990506,0.35218954,-15.404451,36.57296,-7.2306523,17.07449,-17.46136,3.6394625,-7.0771255,6.5531497,-8524.169,-1493.4811,77.79972,-1322.3192,-1573.128,-346.0422,41.006714,2012-08-17,B,2909.19
16,17,-40.155045,4.3758535,-1.7095721,-0.902262,0,3.6148143,-12.349954,4.1505446,3.2193394,-15.523245,37.407322,-8.116735,-33.5548,-16.280142,-15.158573,-8.683128,-1.0631248,-5039.405,-967.12006,39.848423,-1349.7323,-1326.5461,-419.33224,59.084225,2012-06-29,B,7138.91
38,4,44.197453,-16.104109,-1.4741695,-1.0494517,0,1.6144845,-17.775644,2.382969,0.41345245,32.45745,1.534689,-11.080098,-20.890629,66.41698,-23.670696,-12.244799,-2.138058,-1915.6411,-87.37261,-36.06813,-1018.4975,-906.7911,-413.1926,61.825253,2012-02-03,C,12301.72
14,31,-16.397772,3.3015535,-0.9710766,-1.303425,0,-1.8472774,7.5952477,1.1782715,1.2745919,-10.342117,-16.971127,-7.3940787,19.880413,-16.106022,-10.429384,-0.42255732,2.7073247,-9106.362,-1509.1547,78.44519,-1165.5266,-1577.6515,-306.49426,46.85567,2011-06-03,A,2998.35
3,95,-26.572678,2.065355,22.699585,2.905524,0,3.9099705,-34.021652,-2.5836778,-10.17143,-13.484207,-6.620753,-9.450037,16.455036,-17.730988,-5.0918403,8.949667,-2.5585394,61.161713,93.86736,-24.108282,-152.20781,-718.2339,-567.7711,2.3126712,2010-10-15,B,13812.69
23,56,15.847894,-17.765118,-3.224812,-1.7332284,0,3.7297947,-3.571539,3.8756938,-3.8181684,-18.257154,33.616665,-11.264496,19.407566,-17.020718,-14.665982,3.8782625,2.901194,-9832.914,-1495.9325,110.21863,-1107.7097,-1798.1399,-418.1423,43.95121,2011-02-18,B,2867.76
31,56,-50.964085,6.0000143,-4.5064983,-1.28903,0,-1.8459785,9.262319,4.2705684,22.225574,-11.4565935,-17.076984,-7.3680377,17.950548,-19.13995,-6.7174225,1.0395895,2.7718074,-10537.32,-1473.6582,110.92549,-1000.7099,-1805.555,-423.87076,27.295448,2011-08-12,A,351.74
44,3,-36.67316,-9.694694,-0.33484882,1.0344256,0,0.40811962,-30.009367,5.911566,16.424858,38.022327,-22.074692,-9.124039,16.590551,-15.30184,-13.71494,-5.2438526,-1.8401889,-11056.438,-1670.6129,-43.26834,-84.28056,-2053.4368,-378.2887,9.531412,2010-03-19,C,537.21
43,56,76.475716,41.94121,12.545827,-1.8532519,0,1.9656395,-42.99886,-1.847956,-1.8651242,-14.26385,-13.018296,-5.8791223,19.114893,-20.905802,-4.905323,6.5623116,1.9953331,-11339.744,-1679.4181,404.11935,-845.8317,-1966.023,-537.4172,-5.5487905,2011-10-21,C,4.0
41,40,708.12134,325.50665,28.721603,-5.033502,0,1.3391968,2.0529234,-5.2535024,36.2436,-32.39528,61.157806,-15.790723,62.45624,-83.09044,-31.973892,9.124035,-29.673513,29837.738,1416.6296,395.42358,1969.5232,2543.972,1382.0391,-185.60815,2011-11-04,A,53253.24
14,46,-85.05273,-41.29331,-2.5228567,2.0096362,0,-0.20000511,5.068291,16.928274,40.45285,-24.205723,7.310082,-33.15632,47.450836,-39.981487,-49.52452,2.6707318,-4.2149625,13161.431,619.4701,-104.91983,-61.39779,769.3449,-519.33746,-133.9769,2010-03-05,A,33716.14
14,21,-45.747684,-12.64242,-3.9565032,0.97842854,0,-1.7691935,10.405922,35.6106,26.97045,-11.406238,10.459723,-11.107261,18.273106,-18.973341,-19.267353,0.53542054,-2.4073682,-3930.8389,-723.8312,-2.7901704,-79.76224,-1186.2576,-295.7266,36.036903,2010-04-02,A,12748.32
24,90,-2.35264,421.91602,4.641814,8.801173,0,-0.032573596,20.64951,101.967445,114.81057,-291.7544,-109.38356,4.381721,55.038395,-35.175243,-14.874443,-93.33834,-3.6922445,44668.82,1931.0255,653.70416,302.1301,6228.555,2708.406,-400.4334,2010-11-19,A,72424.03
9,27,-41.239292,14.02952,-6.0958953,-1.3121982,0,3.682116,-2.0312874,4.0437493,-1.3285334,-14.227759,32.410553,-7.2098746,18.126947,-15.871873,-7.5719657,0.90839386,3.2516544,-10732.394,-1556.6971,170.01459,-1160.8015,-1824.8857,-495.52274,33.073788,2011-08-19,B,622.57
4,40,-445.5044,71.359955,-3.7978587,-6.0590997,0,-17.012312,-20.437061,35.70474,100.52589,435.74612,279.6147,30.133032,72.880295,-21.05644,221.26202,204.73973,24.518808,43892.188,1534.7263,683.8581,5400.719,5884.8467,2837.5276,103.93909,2012-08-24,A,81757.96
14,99,48.245106,74.33936,7.7289705,-2.0843046,0,-2.1652825,9.879688,16.703045,-0.4419777,-11.456362,-30.55118,51.31006,-81.00231,45.3854,23.435884,-8.611655,-4.8782334,-11561.096,-1822.5094,215.05064,-139.74364,-2084.9502,-599.32336,30.930538,2011-11-11,A,100.0
10,58,-51.338875,-10.878056,-0.6259841,1.3497338,0,3.9166908,2.8500388,-3.1737542,1.7567726,51.492226,-1.5024918,-8.301556,15.425984,-14.749194,-11.88002,-0.026392985,-2.2448044,-6861.261,-1125.912,26.85511,-127.25133,-1638.8257,-560.59784,36.46157,2010-04-30,B,2733.0
5,60,53.418213,-9.382267,-0.053221703,-1.4030727,0,3.6443238,-29.22347,0.07639757,21.936304,-16.142984,39.38433,-2.0263824,38.62199,-25.533901,54.773773,-10.843563,3.1704402,-11079.536,-1550.04,142.03163,-923.81934,-1877.2089,-540.1558,23.157894,2012-04-06,B,450.0
27,46,-101.026215,-2.5156295,-4.7275333,-5.2191834,0,-0.3756269,-9.80406,11.490041,-29.126526,-9.183297,-49.22862,96.73472,-234.56091,-87.52813,235.88704,-8.150924,38.334927,16120.593,1123.136,-219.13527,1100.014,437.37225,655.3921,28.337454,2012-03-09,A,37815.32
35,56,-26.581635,-8.430615,-2.2932634,-1.3518943,0,3.607614,-25.12151,-0.68025506,0.87229526,-17.225222,-21.67618,-8.634151,20.092562,-15.812059,-9.729967,-0.4159442,2.3307815,-9099.738,-1524.7338,139.98424,-959.3187,-1667.8353,-407.474,50.734524,2011-04-22,B,2841.07
8,25,-49.60451,-3.161864,0.13794973,-0.83177185,0,-1.8421979,3.252274,-2.792482,5.6410255,-16.586443,35.917248,60.48497,28.591406,-19.106525,11.496175,-8.389324,-1.6175412,-5002.24,-960.6039,-21.79058,-1313.1854,-1318.5914,-339.90378,55.83888,2012-05-11,A,6809.85
4,54,-17.784687,-0.3075404,-1.4091495,-1.6557223,0,-1.8541551,8.080395,2.2817347,22.988562,29.760893,45.066082,-7.52882,18.24284,-19.70855,-8.461541,0.4877909,3.164563,-11100.171,-1643.3802,251.2371,-1043.8473,-1906.96,-532.6968,35.03681,2011-06-03,A,57.84
13,93,-200.11343,140.51422,-2.4986238,-4.5857406,0,-0.4588833,-30.192759,36.88869,11.0491295,320.25775,148.01297,5.4517865,-80.14919,49.158043,168.6714,141.92322,-40.126034,30059.652,413.20114,442.37424,2555.9724,2384.6428,1461.1375,-36.08558,2012-08-17,A,57423.49
20,59,-25.619678,-11.751015,-2.5066013,-1.7684394,0,-1.882036,8.249787,3.6816533,3.4746993,-12.62761,-0.12877573,-11.042571,20.57691,-16.99035,-16.442225,0.7378837,2.5680668,-10369.239,-1449.4857,102.87499,-1136.7135,-1828.965,-308.50955,33.32828,2011-03-11,A,886.87
25,44,74.69143,38.085606,9.754858,1.9831736,0,3.6751022,6.3075194,19.316154,14.567198,-10.535722,-9.457039,-5.4784484,15.00177,-14.010542,-5.8763504,5.4322886,-1.8119593,-7774.9497,-1692.5082,0.6800514,-130.51028,-1730.3661,-320.57892,-5.428676,2010-10-22,B,5337.39
43,12,-45.561428,-14.274321,-1.0573232,-1.1719787,0,1.8439765,-23.222757,-1.7824936,-5.875439,-16.151657,-12.862149,-7.739545,-49.382515,-21.84107,-12.961171,-7.204619,1.6041623,-11021.001,-1607.5824,233.98907,-922.1635,-1981.036,-528.9015,73.249596,2012-02-24,C,63.04
45,83,-21.107388,-3.3656251,-1.2192848,-1.3994733,0,3.90948,-5.1966867,-4.7718096,-0.67912817,-10.695805,-15.980617,-7.213687,21.06345,-16.270267,-11.942011,-0.65363467,2.7107503,-10507.9,-1596.3383,143.96301,-1107.2043,-1798.7802,-497.26007,44.584152,2011-05-13,B,776.36
17,38,278.59967,96.75587,26.4781,-11.822554,0,22.104578,-65.14047,-75.77845,116.74255,328.22638,326.34857,-31.059486,99.589066,-72.11591,129.91405,-191.12112,-31.779863,44426.168,3085.8174,790.2516,2917.6643,7257.5366,3778.2263,-127.79067,2012-10-05,B,86552.41
8,36,-1.4731492,-14.6231985,-0.97967154,-1.9327079,1,-2.0089343,0.43950817,4.3176775,-5.185551,-14.770987,29.240625,-11.672045,20.052898,-20.594597,-18.31408,1.7097583,2.7652133,-9291.693,-1515.2543,48.094982,-1164.7571,-1788.7776,-428.96732,-9.235356,2011-02-11,A,537.5
42,38,-221.14822,9.884407,-0.8054273,-7.104672,0,-0.8168298,7.5810757,-6.4733105,-8.323741,175.79631,10.279803,-31.714773,95.80456,-21.754923,-71.54236,-35.938053,-21.226376,30256.879,910.5592,66.98908,-427.09073,1520.0604,999.697,-339.38724,2012-04-06,C,49895.81
41,25,2545.3179,125.371956,14.307092,21.414337,1,-2.382993,33.531845,6.1759844,92.69327,-10.906586,-3.331297,-5.843989,28.256912,-9.3670845,-1.9184058,0.59974414,-2.2301614,-4911.203,-1013.18524,1.8027236,-20.6323,-1608.1285,-463.45245,-336.45706,2010-11-26,A,9958.06
29,5,-71.78417,-13.609032,-7.0658274,-2.2067485,0,3.640934,-18.803686,2.5901945,-1.7234784,-12.982379,0.49380335,-7.5933766,21.940395,-31.3605,-19.539444,0.7738664,-1.6172869,-4905.7866,-797.83966,16.010344,-331.54932,-1143.7216,-117.31753,92.4333,2011-07-08,B,7574.61
24,92,-784.5957,-10.279951,3.8569956,7.2356215,0,-17.59804,27.197588,-39.063377,320.03055,-205.27773,586.2829,-16.768948,-387.16592,-297.56018,6.883015,1097.7262,-72.72727,65684.45,11839.974,1266.356,12526.971,16246.456,4724.5303,-1122.709,2012-09-28,A,123594.9
13,38,-1531.7302,-255.8571,-17.336155,-2.4748082,0,-0.6943021,5.6949935,-103.086205,-157.06137,52.5057,-46.685326,0.6685692,70.188705,-50.54159,-27.978333,-127.888885,-3.3271933,45766.61,2677.0173,819.54584,78.01544,7346.3438,2723.5369,-554.1177,2010-09-24,A,69507.32
38,81,-143.86115,-12.027127,-8.697652,1.1609151,0,1.8177723,-19.462608,4.014412,7.1939816,49.249184,-2.772424,-6.2078576,12.498998,-16.655361,-3.7728918,-3.8843606,-2.597529,-3900.2292,-713.2231,12.187069,-126.445724,-1160.1577,-201.69559,40.566742,2010-07-16,C,9207.6
11,18,264.11264,156.3575,21.55116,-7.2350283,0,-1.869909,18.502392,5.0728664,4.6303287,-19.50863,38.313335,-11.67786,49.92947,-7.2567997,-21.572607,-65.17285,-36.46922,1404.1609,-1554.105,1166.4606,-1996.7959,-796.7756,24.51152,-582.5141,2012-10-12,A,17750.31
8,7,8448.195,1053.9061,23.941694,-683.2466,0,-39.544067,-2.705677,-25.636599,531.58044,-496.60107,-39.80072,-379.21545,-72.61946,-869.7131,94.09333,-69.11621,-314.6657,48852.68,2266.7234,1278.706,26887.746,5425.5044,1252.708,-451.259,2011-12-23,A,106506.75
9,67,-3475.74,18.899054,10.854597,86.632774,1,4.2171006,-24.046335,30.215792,33.659943,-15.396326,33.08158,25.88012,-28.535316,10.138224,-14.2287,-20.844086,-3.8691783,-2988.666,-1577.7626,-227.83488,-2040.0242,-1521.4586,-316.83493,-86.75994,2011-12-30,B,4423.66
2,10,-238.25525,-19.385218,-4.513411,-5.8535957,0,-0.33217102,-3.1424918,8.124151,14.8460455,-8.384098,-46.69648,-19.699928,37.34452,-76.59015,-23.430437,3.8320577,-18.62152,21036.236,-42.5542,-76.739334,1092.325,436.9558,592.3532,42.794636,2011-09-16,A,34411.98
12,12,-20.83422,-2.8908617,-0.7595886,1.2098713,0,3.939025,-6.6060057,-1.8913395,7.955422,43.09542,1.8902968,-6.7429676,14.158773,-15.442271,-11.618798,-0.778393,-2.152937,-6768.36,-1172.0537,49.09896,-134.5265,-1512.8616,-517.80585,31.730251,2010-05-28,B,6239.41
18,19,-11.427592,2.6061566,-0.7772778,1.2097467,0,3.6452913,-4.533196,-4.233557,16.26979,21.27306,1.1563479,-6.9239693,14.86456,-15.313982,-10.788672,-0.26795617,-2.1347854,-8666.459,-1742.3939,20.788576,-107.40246,-1727.656,-379.44077,39.136215,2010-05-07,B,3058.79
16,85,-109.06568,4.164956,-5.114647,0.90275747,0,3.6607802,-17.961084,0.013979778,-28.33314,-10.521085,13.089086,-6.3728766,13.742029,-15.625597,-7.8994656,-0.49680355,-1.9167702,-8950.731,-1668.3977,2.3622937,-141.61539,-1696.8851,-377.58218,43.57481,2010-07-23,B,3126.65
28,21,66.105385,67.54076,-0.48807803,-1.6700215,0,-1.9704769,12.01813,4.5653634,18.27773,25.292185,0.55845165,38.757214,-53.15034,33.473278,101.479225,-0.5573701,4.342545,-6911.0884,-1271.8624,33.62816,-1286.037,-1568.5112,-302.47104,53.22852,2011-11-11,A,5356.94
39,59,-159.43185,-44.99466,-2.7130156,-1.3601,0,-1.9679222,7.312712,-1.8884078,-1.5387477,-14.152145,19.61357,-7.8526926,-87.29985,30.653059,-16.96568,-7.1572537,2.9244518,-10669.877,-1424.1056,50.47053,-1123.4473,-1676.0078,-446.85547,68.190346,2012-01-20,A,189.58
20,21,-360.23517,-97.66544,-8.760561,-5.4214945,0,-0.2316892,11.392038,-1.108635,1.5724089,-19.21811,26.723148,-3.514013,-243.27446,45.685314,26.704853,-26.98313,4.7720327,-2716.4377,452.44675,-58.403076,-1240.3043,-660.7304,-642.4889,-840.8848,2012-01-20,A,10651.09
24,32,-55.206364,27.97949,-8.309768,-1.4055151,0,-3.3684068,10.454591,17.454762,6.56032,-17.5624,-20.396582,-5.7111545,-39.740986,-53.32255,86.29514,-80.14432,-2.703583,-5149.289,-1113.7943,81.88879,-779.8222,-1337.2773,-348.57855,78.81625,2011-12-02,A,7280.82
20,87,-83.3486,17.596361,-0.63858557,-8.787746,0,-0.17196171,-0.2204163,-8.415594,-16.251045,-8.480407,59.416557,-10.297631,97.00822,-58.402042,-37.13173,9.599377,-14.636142,25722.615,272.7823,-259.7785,-1670.3079,474.77432,538.0906,-267.36536,2011-06-10,A,40914.43
14,41,159.28499,109.95492,17.172153,-1.5338675,0,-1.8854623,6.3684816,5.164344,2.1508088,-11.475471,-15.494893,-5.1722445,25.364578,-10.810337,-6.825897,6.60594,1.255159,-8049.9473,-862.70135,13.621117,-1262.0195,-1506.1276,-437.315,33.819664,2011-11-04,A,3661.25
15,36,1682.5835,115.3204,13.219202,21.369848,1,8.466875,-1.5131426,18.368517,13.235722,29.240265,-13.106385,-5.6126423,31.111004,-7.299766,-3.398473,5.4956107,-0.51443064,-11434.112,-1853.6385,102.75342,-49.292915,-2153.8386,-470.31296,-491.0595,2010-11-26,B,2729.0
10,8,-144.40457,66.95884,-6.665679,-7.1929765,0,27.994488,-32.01441,4.76943,-23.827951,496.73404,-186.59547,-12.577477,99.62136,-327.2979,-28.37466,4.447841,-101.75517,48031.305,2601.5337,515.5457,7831.245,6769.3506,3511.2559,253.35666,2011-07-01,B,87171.47
41,80,-241.38496,-59.00836,-7.982144,-2.4322515,0,1.4252027,3.1588354,-3.0937104,0.1068614,-10.317208,37.693108,-13.976702,16.917337,-31.734314,-19.096386,1.1585599,0.5099512,2283.7058,237.57037,-15.331672,-627.3448,-410.93973,-253.86147,84.62235,2011-09-23,A,16562.86
7,18,-58.867966,-7.9507246,-0.66658187,-0.6989807,0,3.748857,-5.8325357,0.76598734,-17.781586,-14.88302,-50.908035,-6.91133,-58.87397,-51.042816,-28.802341,-11.269945,-28.28341,-11235.953,-1796.5758,159.44576,659.7843,-1953.6942,-491.40646,91.21694,2012-04-20,B,72.91
19,52,6.557751,-5.479665,-3.4705179,-1.3261523,0,-1.8764191,8.852559,4.5707808,0.6426379,-18.216988,-17.161207,-10.751249,20.865154,-16.050482,-15.8015785,0.70817465,2.5503545,-9691.144,-1496.8711,81.52788,-1043.0374,-1702.4955,-407.36588,48.242878,2011-03-04,A,1504.27
35,97,-5.170475,4.4890375,-1.3038378,-2.0545459,0,3.7906237,-29.815382,15.984545,-5.661195,-17.043999,-22.22542,-10.244811,17.124937,-18.94954,-16.081474,0.45476365,0.75189644,-8239.246,-1472.8016,3.6862268,-960.9335,-1531.6888,-295.93967,37.323082,2011-03-18,B,3104.08
36,2,-67.29336,-22.799694,-4.507214,1.4677777,0,-0.11449807,-32.157063,-4.1500406,19.798092,-18.189848,-18.2462,-12.821987,17.687372,-19.711048,-0.43262708,-4.1857505,-2.7522306,915.0261,107.53712,2.9818244,-100.09452,-662.0954,-573.61487,25.510117,2010-04-23,A,14802.29
44,67,-32.28227,-1.5872056,-0.4070598,-0.44713032,0,3.1147277,-21.158186,0.7574297,6.4790063,26.535368,40.049835,-6.913589,17.623444,-17.387892,-11.175378,-6.6385446,2.7532504,-9113.894,-1547.3333,111.55472,-1264.4094,-1677.235,-416.28958,46.713715,2012-06-22,C,2381.46
40,34,28.822153,0.6693411,-0.7578176,0.12254129,0,-1.5545661,1.6460412,3.0220704,4.6759334,-17.142773,40.506683,48.333717,-83.069046,-25.177382,143.14975,-9.042675,-1.6311989,-6613.6133,-1210.8376,-25.682228,-1186.266,-1423.0591,-301.60013,63.64957,2012-03-02,A,5803.45
26,8,3648.1338,69.67069,10.986211,-101.17468,0,-0.5375223,1.3204268,118.88,11.859673,33.041676,-32.88257,-94.02013,31.688383,270.6536,-20.106224,-99.42959,-27.369473,13188.473,636.91644,-179.77264,3130.311,279.24384,-428.70047,-148.80438,2011-12-23,A,36142.3
13,44,-51.700333,-9.222374,-4.0581417,-1.435762,0,-1.8412988,10.979127,11.889664,1.2248802,55.562546,5.444715,-9.518246,16.448374,-15.951243,-12.016339,0.6384089,1.0167224,-3446.3447,-681.30347,-9.154916,-1220.7971,-1127.12,-198.30188,49.922466,2011-04-22,A,10654.48
14,80,-163.99123,-19.95587,-3.9101486,-5.3016214,0,-0.41049072,12.216842,3.9541342,-28.59327,-26.976902,-50.80995,-31.17629,40.920948,-70.68496,-33.199528,-2.381609,-16.26123,16282.1455,1067.1566,31.866856,1340.9331,534.20734,756.9288,86.78737,2011-04-22,A,37318.46
28,19,-23.070246,-7.1336846,-0.7595886,1.2349714,0,-1.91511,11.297793,-3.0699651,3.5876763,45.91526,-2.2913482,-10.346825,17.441156,-15.582159,-15.599542,-0.58656436,-0.70364785,-9600.295,-1713.4219,93.47962,-109.17183,-1765.1022,-345.41742,40.246258,2010-04-02,A,2598.95
40,12,-112.50933,24.76871,9.621253,1.1337736,0,-2.5624828,6.877193,2.7169418,20.378702,-97.37326,32.58191,-4.6764684,11.732967,-12.754925,-5.957595,2.8829317,-1.3698313,-9300.009,-1748.4015,73.82084,-127.75927,-1893.3394,-283.8012,41.470943,2010-12-03,A,2790.02
2,18,-12.304419,0.4498942,0.18663871,1.2610768,0,-1.8426514,9.68677,1.1216451,16.067842,-11.873798,-16.21022,-7.053439,15.9376955,-15.360168,-9.711503,-1.1133089,-0.32675526,-11591.999,-1604.6511,98.58126,-95.30333,-2112.5798,-400.72675,30.634472,2010-05-14,A,1.75
6,71,-17.700537,-11.556703,-4.9500666,1.1666659,0,-0.12634498,6.063377,-1.0015142,3.6436853,-15.043649,19.515919,-10.938407,17.527534,-16.808182,-17.343462,-0.3631183,-2.0956852,-3989.6504,-704.84924,-46.27446,-101.39131,-1398.242,-292.37936,42.441696,2010-03-05,A,6621.04
24,81,-228.1248,-112.36657,-4.9323006,-2.0440693,0,0.2223807,6.91615,2.974231,-21.056541,-20.735273,-19.02868,-28.093794,27.610868,-21.88622,-16.675404,0.7763226,-1.8472732,6077.625,797.77826,5.017445,-182.79086,-49.830322,100.242775,116.24876,2011-01-14,A,24748.89
9,31,143.1372,80.61791,15.95066,-1.7460184,0,4.3497076,1.790505,-2.088978,2.1767025,-16.801277,28.944738,-5.9119387,19.936132,-14.42951,-6.834899,6.9216733,3.1499588,-10121.894,-1620.5596,167.26656,-1162.7794,-1823.5203,-419.80035,-4.882462,2011-11-04,B,1895.52
19,22,-5639.142,-6.500693,47.904076,146.59633,1,-1.6833172,-40.35683,-37.89055,26.28347,41.144894,-13.6380825,139.26031,-53.72875,34.837833,8.571171,-46.955845,9.607735,5836.1826,-455.82834,-195.4465,-2080.8352,-697.05975,-471.22006,-583.01843,2011-12-30,A,14475.18
20,71,132.81273,28.333202,16.18681,2.5445306,0,-1.7615832,18.999306,-1.841932,16.841322,-12.825192,-0.5767387,-5.5992336,15.345641,-12.907917,-6.4117413,5.349729,-1.9906366,-6019.237,-789.4539,-12.949476,-110.40038,-1422.3893,-279.5927,3.7815907,2010-10-08,A,6576.98
3,25,-5.612783,7.5771384,-5.358314,1.1853878,0,3.7241287,-22.503216,1.7900319,-18.058416,-11.931894,-2.7542374,-6.4464393,13.529622,-14.765965,-7.761301,-0.6517316,-2.0719223,-9494.15,-1627.6937,0.5660828,-129.87766,-1690.3369,-330.00967,36.537655,2010-08-06,B,3594.93
36,3,-37.080658,60.030293,-7.0000854,-1.3373457,0,-1.8473655,-53.793137,6.3743978,-4.098803,-14.618642,-19.412642,-3.1092422,17.1567,-15.984584,-5.894343,0.2533938,2.2517705,-9866.874,-1545.0408,227.16727,-1145.5106,-1877.8234,-479.78552,20.162874,2011-08-26,A,1887.75
9,24,-23.368225,-0.40904713,0.22965828,-0.79837596,0,3.6445084,-2.2883947,1.0638211,2.5207875,-16.387783,29.753824,-15.81389,15.239928,-18.577229,-13.081897,12.735751,0.025478533,-9201.696,-1468.9197,-4.315588,-1169.6746,-1584.9917,-287.74875,51.282906,2012-04-27,B,1696.16
21,97,23.88039,5.654293,-0.93483627,-1.5451936,0,3.7417529,-1.5823058,-0.619508,6.7780967,-14.288853,22.835098,-0.5294148,-79.223015,-17.442549,77.96447,20.341444,1.3072228,-8002.9966,-1409.8193,-29.56945,-1202.3373,-1520.7004,-261.08582,49.77042,2012-03-16,B,3551.65
5,46,18.858908,-20.812412,-1.2952505,-2.8502464,1,4.353448,-24.229542,5.3071237,-3.2797582,-15.051305,21.45629,-10.680303,16.61269,-17.954634,-18.861485,2.1332412,0.99057084,-7812.721,-1474.9851,-17.285141,-1132.7601,-1491.0049,-264.84848,-9.294268,2011-02-11,B,4821.46
18,30,-139.06442,-5.215388,-7.250548,-1.2502011,0,3.6336303,-2.5062425,0.7136795,1.1097172,-16.323858,-0.94541585,-8.192463,15.404743,-14.87968,-4.9799724,1.0021737,-0.06372646,-4897.217,-821.3907,2.2456887,-1329.3052,-1201.6707,-350.13113,58.162785,2011-07-15,B,6939.08
15,97,-7.1638923,9.259844,-0.5336112,3.3446698,0,3.8353236,-6.8069057,31.262491,15.578102,23.516176,-10.080368,-6.2281384,16.858719,-14.174316,-10.335235,-0.33410323,-0.22467767,-9850.929,-1760.8396,85.12842,-115.63852,-1863.8766,-490.4725,31.0529,2010-05-14,B,2016.5
7,87,-133.0057,-3.5404563,-6.7995334,1.2375429,0,3.7691894,-10.190945,-4.7243524,-17.957289,-11.526608,6.988432,-6.068769,13.3526125,-15.395499,-8.098416,-0.26498872,-2.645449,-4591.9604,-940.0285,-0.3006168,-132.16966,-1338.968,-455.98398,49.858498,2010-07-23,B,9937.25
37,96,153.1646,90.6831,19.903028,3.3717315,0,1.3919843,-62.46322,1.5060042,-8.868267,-19.328054,-24.15031,-14.187025,20.806873,-24.922104,-8.208318,9.849902,-3.174948,4421.3486,382.6282,-9.7239685,-143.27762,-333.74124,-277.35266,-60.22822,2010-11-05,C,22447.34
27,80,-56.85097,-42.806072,-4.457806,-3.7976415,1,-0.5771187,7.1849017,2.559629,-33.39294,43.472797,-40.84074,-28.629795,37.572342,-69.22853,-44.161167,1.5253593,-14.035822,10705.175,940.14636,-14.899712,1126.1613,-155.64044,-21.594978,11.373629,2011-02-11,A,27527.15
44,95,-60.60213,12.61809,-3.6261182,-6.2889194,0,-0.5385775,-22.921305,9.66321,-18.502462,125.11397,47.71004,-28.408672,38.50748,-76.66552,-51.20438,-0.15083998,-11.032033,10098.599,869.69934,-46.13374,534.79315,39.152985,100.81105,95.79292,2011-03-18,C,29293.94
10,17,-56.210495,55.48271,-19.26728,-1.6740947,0,1.1899152,3.4293745,6.101338,4.003554,93.8143,54.05335,-4.6016364,52.924362,-28.649902,30.665735,-9.312142,7.972387,8138.1064,632.9676,-26.958488,-59.94565,86.8551,-37.345196,42.05587,2012-10-12,B,24494.83
17,4,-17.831388,-0.4747038,-1.9353627,-1.3048196,0,1.0555315,-9.295913,7.332308,-15.184329,54.829945,71.495056,-8.818532,-64.917595,-44.31092,-29.516155,-11.062071,-4.0978723,5266.4,473.4171,-17.633541,-396.41562,67.03193,-10.138511,132.03555,2012-03-23,B,20673.92
26,93,-355.8472,-92.106606,-7.136635,-5.3698063,0,-0.6501508,5.5133305,4.148117,-20.753355,28.299364,13.68928,-17.855326,-107.507774,-3.111998,-40.30767,-41.41685,-1.0275153,7841.1357,1698.9807,-7.875952,-1088.2543,-139.87196,-232.6096,-295.9332,2012-01-20,A,22940.3
28,79,4251.8936,68.79369,8.692043,103.24853,0,-1.2329202,40.204494,-79.817604,0.91079634,122.2926,-41.706398,23.935297,39.949615,-19.75215,-6.457879,9.316758,1.4263428,20178.69,861.82635,-375.45187,141.13622,1135.8892,605.69476,-536.4613,2010-12-24,A,44578.31
34,74,-141.09236,-3.4610796,-7.0783195,1.1555458,0,-1.9293579,1.5098307,-0.35020655,-17.32599,45.23444,1.4568031,-6.6083117,13.072783,-15.626415,-3.63185,-3.1120057,-2.149983,-6101.6924,-998.1058,6.9120975,-133.30952,-1361.7231,-447.61487,45.385254,2010-07-16,A,7704.56
